"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Credit","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","25.37","Shop selection","Overall","RQ4","count and percentage"
"prefer_not_to_answer","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","8","Shop selection","Overall","RQ4","count and percentage"
"prefer_not_to_answer","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","1.95","Shop selection","Overall","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","counts","176","Shop selection","Overall","RQ4","count and percentage"
"Vouchers","Q5_12_What_type_of_payment_do_you_accept_at_your_shop","percentage","42.93","Shop selection","Overall","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","216","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","52.68","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","242","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","59.02","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","152","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","37.07","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","223","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","54.39","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","69","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","16.83","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","80","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","19.51","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","129","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","31.46","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","118","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","28.78","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","230","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","56.1","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","164","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","153","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","37.32","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","234","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","57.07","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","190","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","46.34","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","161","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","39.27","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","245","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","59.76","Dry Food Items Sold","Overall","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","109","Dry Food Items Sold","Overall","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","26.59","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","166","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.49","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","244","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","59.51","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","275","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","67.07","Dry Food Items Sold","Overall","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","298","Dry Food Items Sold","Overall","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","72.68","Dry Food Items Sold","Overall","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","289","Dry Food Items Sold","Overall","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","70.49","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","238","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","58.05","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","183","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","44.63","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","157","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","38.29","Dry Food Items Sold","Overall","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","109","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","26.59","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","94","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","22.93","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","75","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","18.29","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","74","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","18.05","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","76","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","18.54","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","111","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","27.07","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","60","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","14.63","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","288","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","70.24","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","93","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","22.68","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","87","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","21.22","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","119","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","29.02","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","54","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","13.17","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","95","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.17","Fresh Food Items Sold","Overall","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","74","Fresh Food Items Sold","Overall","RQ4","count and percentage"
